timestamp,sensor_id,temperature,vibration,speed,alarm_status,location
1640999220000,SENSOR_002,1877.97121152197,871.4847073598019,9810,True,Zone_Charlie
1640999280000,SENSOR_009,-9840.392110691357,404.1882310028366,6495,False,Zone_Charlie
1640999340000,SENSOR_004,2364.6730831552286,-232.10391582134002,1341,False,Zone_Delta
1640999400000,SENSOR_005,-4836.249090054625,-407.3485390662837,-3027,False,Zone_Delta
1640999460000,SENSOR_002,9841.901655100188,126.67644368034712,-3974,False,Zone_Charlie
1640999520000,SENSOR_008,-9383.280232237312,122.31030794045341,-6941,False,Zone_Charlie
1640999580000,SENSOR_004,-3712.4465381825585,726.2933426664154,-7920,True,Zone_Bravo
1640999640000,SENSOR_009,-680.3265767690718,180.57595185882906,-7539,True,Zone_Echo
1640999700000,SENSOR_001,-5481.215256756913,72.29690210624744,-3608,True,Zone_Delta
1640999760000,SENSOR_004,4390.184344354651,801.1780899399218,-3523,True,Zone_Echo
1640999820000,SENSOR_003,-1430.018589386149,288.18688739269055,4628,True,Zone_Alpha
1640999880000,SENSOR_010,-1312.968405661557,366.8177389847251,-1216,True,Zone_Bravo
1640999940000,SENSOR_006,-4790.585879230504,175.42281177648783,8382,False,Zone_Alpha
1641000000000,SENSOR_004,5375.270737737159,-251.1444641232066,-8793,True,Zone_Charlie
1641000060000,SENSOR_010,-3870.357456567086,358.63619118194265,3687,False,Zone_Charlie
1641000120000,SENSOR_005,-9901.401073992456,-460.20265038157834,2375,False,Zone_Alpha
1641000180000,SENSOR_010,6728.118418190446,32.549934896065906,-7281,False,Zone_Echo
1641000240000,SENSOR_001,3416.388748244486,-217.67990121706498,3895,False,Zone_Alpha
1641000300000,SENSOR_001,6568.4292397034405,-875.4292094004714,-6077,False,Zone_Delta
1641000360000,SENSOR_009,5783.723517961371,-646.5824557637368,7842,True,Zone_Charlie
1641000420000,SENSOR_007,-3239.090653514698,539.3188540368112,9961,False,Zone_Charlie
1641000480000,SENSOR_008,7130.1536345759705,-749.7122003329441,6358,True,Zone_Bravo
1641000540000,SENSOR_009,-2809.854060299981,603.0874367252177,-1082,True,Zone_Alpha
1641000600000,SENSOR_004,9870.4695812309,105.73373646161099,9593,False,Zone_Echo
1641000660000,SENSOR_004,4224.945769532531,-571.7877401305178,-8910,False,Zone_Echo
1641000720000,SENSOR_005,2642.6749897938516,499.8114860066389,-6539,False,Zone_Echo
1641000780000,SENSOR_002,9917.037404195398,-832.9901644440065,4202,False,Zone_Echo
1641000840000,SENSOR_006,9691.811904007176,-182.73190424879488,-1623,False,Zone_Bravo
1641000900000,SENSOR_005,3624.678154109579,965.9900318547398,-7007,True,Zone_Charlie
1641000960000,SENSOR_007,-4137.111418030412,-849.7538535175753,6971,False,Zone_Alpha
1641001020000,SENSOR_005,6711.54910404098,-45.149617801257364,-5836,False,Zone_Delta
1641001080000,SENSOR_008,-2966.1017245931016,947.712604686632,-7485,False,Zone_Bravo
1641001140000,SENSOR_002,8937.297783896582,-379.64654993157626,-2366,True,Zone_Delta
